iter	Logloss
0	0.6120432573
1	0.5466159807
2	0.4838887114
3	0.4332305815
4	0.3938581497
5	0.3560369261
6	0.3252430807
7	0.2979792369
8	0.2715554354
9	0.2522689994
10	0.2328854549
11	0.2168534768
12	0.2028825532
13	0.1907703495
14	0.1789774577
15	0.1701721794
16	0.1616056945
17	0.1558377724
18	0.1485435415
19	0.1425906175
20	0.1373636158
21	0.1326645061
22	0.1269169425
23	0.1222324824
24	0.1185141761
25	0.114923422
26	0.1119338214
27	0.1076746038
28	0.1050758658
29	0.1020361539
30	0.09977891988
31	0.09672188384
32	0.09416783277
33	0.09208874062
34	0.09025737586
35	0.08888829357
36	0.08664289689
37	0.08454244175
38	0.08302582318
39	0.0809427951
40	0.07898322816
41	0.07789170812
42	0.07636603807
43	0.07487112788
44	0.0736109305
45	0.07232075087
46	0.07115926236
47	0.06977919307
48	0.06874278087
49	0.06787227841
50	0.06661509473
51	0.06530620417
52	0.06469293268
53	0.06377474685
54	0.06269388728
55	0.06184585569
56	0.06095934926
57	0.06000052765
58	0.05924579809
59	0.05860306957
60	0.05805664411
61	0.05729333541
62	0.05666963008
63	0.05600554539
64	0.055007188
65	0.05419422018
66	0.05372435671
67	0.05319722971
68	0.05255125451
69	0.05200694385
70	0.05113834043
71	0.05057568162
72	0.04979660561
73	0.04896469685
74	0.04843228807
75	0.04780015873
76	0.04721816159
77	0.04684160477
78	0.04643705117
79	0.04612525222
80	0.04561275835
81	0.04498009189
82	0.04478334969
83	0.04436299318
84	0.04396776179
85	0.04359323407
86	0.04312012526
87	0.04292842831
88	0.04239971692
89	0.0417722998
90	0.04148149446
91	0.04097892189
92	0.04073473385
93	0.0404156166
94	0.04018274036
95	0.03977120467
96	0.03944522216
97	0.039358306
98	0.03911855917
99	0.03877840837
100	0.03846218502
101	0.03829846155
102	0.03790695771
103	0.03769635457
104	0.03748568545
105	0.03719787677
106	0.03686026309
107	0.03683379982
108	0.03664258615
109	0.03660419088
110	0.03640825342
111	0.03638981452
112	0.03637798865
113	0.03620407589
114	0.03602901061
115	0.03579605066
116	0.03570831035
117	0.03549751588
118	0.03510696728
119	0.03493051149
120	0.03487066424
121	0.03440455779
122	0.03407035581
123	0.03388110797
124	0.03377617706
125	0.03359911166
126	0.03339891879
127	0.03325116664
128	0.03322546571
129	0.03285239197
130	0.03257424282
131	0.03240931636
132	0.03224930286
133	0.03202965284
134	0.03199049165
135	0.03186198209
136	0.03163850875
137	0.03158738973
138	0.03142874412
139	0.03129308953
140	0.03119925105
141	0.03103783475
142	0.03087054858
143	0.03058434928
144	0.03033871304
145	0.03033020229
146	0.03016827772
147	0.03000130872
148	0.02991589351
149	0.02979225924
150	0.0297872868
151	0.02971223626
152	0.02970688368
153	0.02955198274
154	0.02938684264
155	0.02919208309
156	0.02915421864
157	0.02908896987
158	0.02898004141
159	0.02882779688
160	0.0287713062
161	0.02866679404
162	0.02861136239
163	0.02848165978
164	0.02831071206
165	0.02820919617
166	0.02819269099
167	0.02801513193
168	0.02788230017
169	0.02787444008
170	0.02776245876
171	0.0277016691
172	0.0275555245
173	0.02741383285
174	0.0271905498
175	0.02713502848
176	0.02698257635
177	0.0268224589
178	0.02674998815
179	0.02674756437
180	0.02674549175
181	0.0265804376
182	0.02647377626
183	0.02627658782
184	0.02615293718
185	0.02614640442
186	0.02587506714
187	0.02575051442
188	0.0255985018
189	0.02537005328
190	0.02527758798
191	0.02523562631
192	0.02506651667
193	0.0249226027
194	0.02483100057
195	0.02473028399
196	0.02465685984
197	0.02441499622
198	0.02432579557
199	0.02427068154
200	0.02417753278
201	0.02417505569
202	0.02405445166
203	0.02394511672
204	0.02385376251
205	0.02383283832
206	0.02367211571
207	0.02358307345
208	0.02342551736
209	0.02336511328
210	0.023322122
211	0.02329797906
212	0.02328377339
213	0.02310433782
214	0.02300549185
215	0.02297668748
216	0.0229423297
217	0.02293713319
218	0.02291789605
219	0.02280842493
220	0.02280196077
221	0.02277659873
222	0.02259980133
223	0.02255495841
224	0.02247750996
225	0.02247062518
226	0.02239807788
227	0.02234579649
228	0.02230172495
229	0.02221583868
230	0.02219394419
231	0.02208199218
232	0.02203358915
233	0.02200921903
234	0.02198735681
235	0.02197684808
236	0.02189541138
237	0.02189372902
238	0.0217970567
239	0.02171158259
240	0.02152013185
241	0.02141925149
242	0.02137913346
243	0.02124094067
244	0.02117133246
245	0.02095660748
246	0.02086901279
247	0.02070219059
248	0.02062618303
249	0.02059770918
250	0.0204844095
251	0.02037842628
252	0.02029665019
253	0.02029490343
254	0.02027336983
255	0.02027240715
256	0.02026924663
257	0.02025708615
258	0.02007245529
259	0.02003788516
260	0.01990154042
261	0.01987165217
262	0.01983058982
263	0.01982965732
264	0.01978129121
265	0.01974053901
266	0.01971389171
267	0.01964447206
268	0.01960706076
269	0.0194998928
270	0.01945882128
271	0.01945802678
272	0.01941097691
273	0.01937650246
274	0.01937523065
275	0.01937338758
276	0.01919979025
277	0.0191970389
278	0.01918229432
279	0.01912241996
280	0.01912155464
281	0.01901260068
282	0.01898756599
283	0.01888610302
284	0.0187849424
285	0.01877103118
286	0.0187422196
287	0.01874164938
288	0.01866201707
289	0.01847254675
290	0.01842779195
291	0.0184267913
292	0.01830837432
293	0.01830768719
294	0.01830495489
295	0.01826719072
296	0.01822519564
297	0.01815480082
298	0.01814274289
299	0.01814204954
300	0.01807825517
301	0.01797942746
302	0.01785254098
303	0.01773056513
304	0.01770540484
305	0.01764394542
306	0.01755317991
307	0.01752081678
308	0.01741871367
309	0.0174172272
310	0.01737473481
311	0.01733072234
312	0.01733007114
313	0.0172984861
314	0.01724136329
315	0.01723339759
316	0.01723277342
317	0.01719803937
318	0.01719658036
319	0.01709517566
320	0.01705194935
321	0.01701238979
322	0.01700398924
323	0.0169650936
324	0.01688047524
325	0.01681510166
326	0.01667855697
327	0.01667798426
328	0.0166172052
329	0.01656122673
330	0.01653803121
331	0.01647406501
332	0.01646150795
333	0.01646048326
334	0.01643772191
335	0.01638686225
336	0.01635912755
337	0.01623512811
338	0.01618818441
339	0.01618722646
340	0.01613400272
341	0.01606205991
342	0.01597309888
343	0.01597235733
344	0.01597071212
345	0.01595575948
346	0.01595231967
347	0.01595163687
348	0.01589987139
349	0.01585127071
350	0.01585064641
351	0.01584986621
352	0.015784638
353	0.01567236096
354	0.01559870278
355	0.01554899624
356	0.01553596659
357	0.01551116533
358	0.01538926806
359	0.0153871687
360	0.01534257072
361	0.01524610643
362	0.01521059518
363	0.01516231707
364	0.01516189805
365	0.01514930351
366	0.01514464383
367	0.01506053499
368	0.01505381444
369	0.01498951901
370	0.0149777421
371	0.01497635188
372	0.01488490931
373	0.01485570253
374	0.01482967234
375	0.01482672103
376	0.01481450534
377	0.01481390505
378	0.01476959869
379	0.01475910478
380	0.01471495204
381	0.01470045076
382	0.01468657265
383	0.01466793936
384	0.01464642273
385	0.01464411816
386	0.01462472776
387	0.01453682489
388	0.01451853449
389	0.01448414061
390	0.01448299814
391	0.01446025262
392	0.01443028528
393	0.0144211012
394	0.01442067759
395	0.01436775873
396	0.01435591297
397	0.01434636303
398	0.01424890739
399	0.01424848362
400	0.01418373182
401	0.01417993271
402	0.01415280475
403	0.01413573697
404	0.01413544855
405	0.0141175078
406	0.01411250536
407	0.01407532365
408	0.01406773055
409	0.01406008906
410	0.0140195162
411	0.01401907419
412	0.01398967813
413	0.01397900419
414	0.01395785938
415	0.01393047419
416	0.0138533452
417	0.01375888836
418	0.01370028435
419	0.01369994533
420	0.01368562187
421	0.01368505657
422	0.01360735346
423	0.01356409361
424	0.01352536534
425	0.0135214344
426	0.01352106531
427	0.01346044843
428	0.01343897036
429	0.01343855047
430	0.01343718625
431	0.01342022573
432	0.01341994951
433	0.01341960223
434	0.01332546055
435	0.01331870065
436	0.01329299112
437	0.01329154242
438	0.01329075999
439	0.01327049484
440	0.01326523268
441	0.01322442592
442	0.01318212982
443	0.01315511874
444	0.01315475273
445	0.01315137591
446	0.01311782363
447	0.01311334421
448	0.01307231279
449	0.01307196614
450	0.01303586798
451	0.01303552559
452	0.01297853768
453	0.01290794164
454	0.01289904867
455	0.01289705623
456	0.01289236078
457	0.01289207636
458	0.01279390009
459	0.0127786087
460	0.01273870216
461	0.01271913069
462	0.01270071377
463	0.0127002966
464	0.01261087582
465	0.01258365936
466	0.01258219075
467	0.01252294388
468	0.01252263416
469	0.01252200872
470	0.0125138452
471	0.01242068584
472	0.01241988677
473	0.01241527795
474	0.01240034517
475	0.01240011633
476	0.01232166534
477	0.01230895981
478	0.01230867893
479	0.01229100837
480	0.01224072977
481	0.01223471209
482	0.01222589892
483	0.01217648097
484	0.0121576715
485	0.01213111062
486	0.01210500695
487	0.01206201774
488	0.01203311189
489	0.01201426815
490	0.0120100506
491	0.01199238886
492	0.01198835112
493	0.01198797521
494	0.0119738125
495	0.01197361389
496	0.01193410544
497	0.01192911499
498	0.01192315187
499	0.01186218651
500	0.01182480615
501	0.01182063583
502	0.01182054127
503	0.01181729573
504	0.01181709423
505	0.01181634212
506	0.01179670101
507	0.01179073642
508	0.01176244553
509	0.01175868154
510	0.01167876391
511	0.01166115003
512	0.01165592002
513	0.01165585839
514	0.01163067906
515	0.01163043918
516	0.01156912357
517	0.01156377171
518	0.01154054751
519	0.01149130806
520	0.0114912205
521	0.01147342966
522	0.01144908
523	0.0114437725
524	0.01143658875
525	0.01143289857
526	0.01139668131
527	0.01139650104
528	0.01139456943
529	0.01138903051
530	0.01136636638
531	0.01132650506
532	0.0113148672
533	0.01124849488
534	0.01122891131
535	0.01118687426
536	0.01114545386
537	0.01111555333
538	0.01108159993
539	0.01105999953
540	0.01104078892
541	0.01099596673
542	0.01093641158
